,Name,Projection,Salary,Position,DPP
95,MattJones,,5600.0,RB,
96,DukeJohnson,,5600.0,RB,
97,AntonioAndrews,,5400.0,RB,
98,ZachZenner,,5400.0,RB,
99,ChrisThompson,,5400.0,RB,
100,DavidJohnson,,5300.0,RB,
101,JoshHarris,,5300.0,RB,
102,TevinColeman,,5300.0,RB,
103,JayAjayi,,5200.0,RB,
104,TerrenceFranks,,5200.0,RB,
105,JavoriusAllen,,5100.0,RB,
106,DriArcher,,5100.0,RB,
107,MichaelDyer,,5100.0,RB,
108,JamesWhite,,5000.0,RB,
109,IsaiahPead,,4900.0,RB,
110,BrandonBolden,,4900.0,RB,
111,JoshRobinson,,4900.0,RB,
112,CameronArtisPayne,,4900.0,RB,
113,TerranceWest,,4900.0,RB,
114,DavidCobb,,4700.0,RB,
115,FoswhittWhittaker,,4700.0,RB,
116,JordanTodman,,4700.0,RB,
117,BobbyRainey,,4600.0,RB,
118,VickBallard,,4600.0,RB,
119,LaMichaelJames,,4500.0,RB,
120,SilasRedd,,4500.0,RB,
121,MarcusMurphy,,4500.0,RB,
122,LaVanceTaylor,,4500.0,RB,
123,ChaseReynolds,,4500.0,RB,
124,StevanRidley,,4500.0,RB,
125,TerronWard,,4500.0,RB,
126,DominiqueBrown,,4500.0,RB,
127,BraylonHeard,,4500.0,RB,
128,BronsonHill,,4500.0,RB,
129,HenryHynoski,,4500.0,RB,
130,KenjonBarner,,4500.0,RB,
131,TreyWilliams,,4500.0,RB,
132,TonyCreecy,,4500.0,RB,
133,JoeyIosefa,,4500.0,RB,
134,GusJohnson,,4500.0,RB,
135,MikeJames,,4500.0,RB,
136,DreamiusSmith,,4500.0,RB,
137,OrleansDarkwa,,4500.0,RB,
138,TommyBohanon,,4500.0,RB,
139,MalcolmBrown,,4500.0,RB,
140,JawonChisholm,,4500.0,RB,
141,ZachLaskey,,4500.0,RB,
142,ErikLorig,,4500.0,RB,
143,TimHightower,,4500.0,RB,
144,TravarisCadet,,4500.0,RB,
145,JorvorskieLane,,4500.0,RB,
146,BradSmelley,,4500.0,RB,
147,DonaldBrown,,4500.0,RB,
148,GlennWinston,,4500.0,RB,
