,Name,Linear Projection,SVM Projection,Lin Value Above Baseline,SVM Value Above Baseline
37,ZacStacy,7.33558931331,7.38281956723,-1.40902031375,-1.10697497928
38,StevanRidley,7.24997739193,7.40717401763,-1.49463223514,-1.08262052889
39,CJSpiller,7.22855182283,7.14525239567,-1.51605780424,-1.34454215084
40,DeAngeloWilliams,7.03267808668,6.2348777697,-1.71193154038,-2.25491677682
41,LeGarretteBlount,6.77094226932,6.73029642079,-1.97366735774,-1.75949812573
42,DanHerron,6.61247353496,5.27056381447,-2.1321360921,-3.21923073205
43,DougMartin,6.57846441033,5.83135896053,-2.16614521673,-2.65843558599
44,AntoneSmith,6.56009138933,5.64040408601,-2.18451823773,-2.84939046051
45,DarrenMcFadden,6.52889127984,6.19042861056,-2.21571834723,-2.29936593596
46,MonteeBall,6.4988495423,6.21931104149,-2.24576008476,-2.27048350503
47,BennyCunningham,6.48259593137,5.43441110637,-2.2620136957,-3.05538344015
48,DenardRobinson,6.46102401265,6.61118249465,-2.28358561441,-1.87861205187
49,BenTate,6.18140999398,6.13537050894,-2.56319963308,-2.35442403758
50,KnileDavis,6.08840213257,5.79765622501,-2.65620749449,-2.69213832151
51,KhiryRobinson,6.01945590429,5.3558334828,-2.72515372277,-3.13396106372
52,DexterMcCluster,5.87728313337,4.13029234877,-2.86732649369,-4.35950219775
53,DonaldBrown,5.84150343911,5.59576120783,-2.90310618795,-2.89403333869
54,TobyGerhart,5.78162003571,5.02351856747,-2.96298959135,-3.46627597905
55,BryceBrown,5.74938505348,4.72730658028,-2.99522457359,-3.76248796624
56,DannyWoodhead,5.73587473532,5.35377812533,-3.00873489175,-3.13601642119
57,JamesStarks,5.63384367646,5.28208915996,-3.1107659506,-3.20770538656
58,MarcelReece,5.27892226269,4.04683427946,-3.46568736437,-4.44296026706
59,PeytonHillis,5.14775376021,3.52231936508,-3.59685586685,-4.96747518144
60,ChrisPolk,5.12025644844,3.23827139034,-3.62435317862,-5.25152315618
61,JonathanDwyer,5.10130244728,3.82317691169,-3.64330717978,-4.66661763483
62,JacquizzRodgers,5.06232492503,4.21182936059,-3.68228470203,-4.27796518593
63,JosephRandle,5.02503170675,3.20710927838,-3.71957792031,-5.28268526814
64,JonathanGrimes,4.92071292569,2.1918271073,-3.82389670137,-6.29796743922
65,AnthonyDixon,4.89911742548,4.01239170242,-3.84549220159,-4.47740284409
66,BilalPowell,4.88905623133,4.0637371018,-3.85555339574,-4.42605744472
67,TheoRiddick,4.88595901417,4.03873378082,-3.8586506129,-4.4510607657
68,RobertTurbin,4.80516797521,3.87992740526,-3.93944165185,-4.60986714126
69,MauriceJonesDrew,4.77127924333,4.54898237084,-3.97333038373,-3.94081217568
70,JordanTodman,4.72376189385,3.61390492095,-4.02084773322,-4.87588962557
71,ShonnGreene,4.69649085343,3.92138327042,-4.04811877363,-4.5684112761
72,TravarisCadet,4.69029802945,3.36953711951,-4.05431159761,-5.12025742701
73,FozzyWhittaker,4.5855026259,2.69601470769,-4.15910700116,-5.79377983882
74,LanceDunbar,4.50763191566,2.69235709335,-4.2369777114,-5.79743745316
75,TommyBohanon,4.435638295,2.58986802285,-4.30897133207,-5.89992652367
76,ChrisOgbonnaya,4.41785263163,3.27209751771,-4.32675699544,-5.21769702881
77,BernardPierce,4.30195867163,3.43312054901,-4.44265095543,-5.05667399751
78,DanielThomas,4.24862569059,3.98214055149,-4.49598393648,-4.50765399503
79,BruceMiller,4.22789376583,1.59011787358,-4.51671586124,-6.89967667294
80,StepfanTaylor,4.22739798857,3.04379854555,-4.51721163849,-5.44599600097
81,MikeTolbert,4.11055822838,3.6103359172,-4.63405139869,-4.87945862932
82,LeonWashington,4.04517765155,3.06804565647,-4.69943197552,-5.42174889005
83,BrandonBolden,3.68244545365,1.92691896961,-5.06216417341,-6.56287557691
84,DarrelYoung,3.67286545166,2.22806127804,-5.07174417541,-6.26173326848
85,MichaelCox,3.5653393612,1.5012863203,-5.17927026587,-6.98850822622
86,BrianLeonard,3.55801373726,1.94109148438,-5.18659588981,-6.54870306214
87,KyleJuszczyk,3.45735454766,2.06380936807,-5.2872550794,-6.42598517845
88,CyrusGray,3.3689748602,1.12906192999,-5.37563476687,-7.36073261653
89,ChristineMichael,3.35986070867,1.86608548016,-5.3847489184,-6.62370906636
90,JackieBattle,3.30109889225,1.33859542992,-5.44351073482,-7.1511991166
91,EdwinBaker,3.24123594626,0.561284896266,-5.5033736808,-7.92850965025
92,AlfonsoSmith,3.11678888068,0.942852765146,-5.62782074638,-7.54694178137
93,RonnieBrown,3.09129319043,1.45001158327,-5.65331643663,-7.03978296325
94,JohnConner,3.06011069118,0.955075429543,-5.68449893588,-7.53471911698
95,AnthonySherman,3.02751508303,0.804311992005,-5.71709454403,-7.68548255451
96,ShaunDraughn,2.97658075737,0.973209883468,-5.76802886969,-7.51658466305
97,CedricPeerman,2.85564758939,0.98630960751,-5.88896203767,-7.50348493901
98,JohnKuhn,2.84573522857,0.850958568966,-5.89887439849,-7.63883597755
99,MikeJames,2.84426096092,1.22375182216,-5.90034866614,-7.26604272436
100,FrankSummers,2.77454871413,0.75203224131,-5.97006091293,-7.73776230521
101,ErikLorig,2.71700949528,0.694719922489,-6.02760013178,-7.79507462403
102,TylerClutts,2.6420701337,0.447192047927,-6.10253949336,-8.04260249859
103,JedCollins,2.51409377321,0.810958087241,-6.23051585386,-7.67883645928
104,JeromeFelton,2.32249410213,0.0313549856651,-6.42211552494,-8.45843956085
105,LaMichaelJames,2.24811850622,0.190791283573,-6.49649112085,-8.29900326295
106,HenryHynoski,2.2273705462,0.088516060365,-6.51723908087,-8.40127848615
107,WillJohnson,2.15797623307,0.408636799519,-6.58663339399,-8.081157747
