,Name,Team,Games,Targets,Rec,RecYards,RecTD,FFP,FFPPG,Season,Week
6010,DarnellDinkins,CLE,1.0,3.0,1.0,22.0,1.0,8.7,8.7,2008.0,6
6117,DarnellDinkins,CLE,1.0,1.0,1.0,4.0,0.0,0.9,0.9,2008.0,7
6197,DarnellDinkins,CLE,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2008.0,8
6273,DarnellDinkins,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,9
6349,DarnellDinkins,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,10
6429,DarnellDinkins,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,11
6506,DarnellDinkins,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,12
6683,DarnellDinkins,CLE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,14
6758,DarnellDinkins,CLE,1.0,3.0,1.0,6.0,0.0,1.1,1.1,2008.0,15
6840,DarnellDinkins,CLE,1.0,2.0,1.0,4.0,0.0,0.9,0.9,2008.0,16
7488,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,7
7558,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,8
7620,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9
7695,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,10
7768,DarnellDinkins,NO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,11
7820,DarnellDinkins,NO,1.0,1.0,1.0,2.0,1.0,6.7,6.7,2009.0,12
7939,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,13
8027,DarnellDinkins,NO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,14
8116,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,15
8189,DarnellDinkins,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,16
8244,DarnellDinkins,NO,1.0,4.0,4.0,20.0,0.0,4.0,4.0,2009.0,17
568,DarnellSanders,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,7
649,DarnellSanders,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,8
13216,DarrenFells,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,3
13819,DarrenFells,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,14
13867,DarrenFells,ARI,1.0,4.0,1.0,6.0,0.0,1.1,1.1,2014.0,15
13913,DarrenFells,ARI,1.0,3.0,2.0,26.0,0.0,3.6,3.6,2014.0,16
13970,DarrenFells,ARI,1.0,3.0,2.0,39.0,0.0,4.9,4.9,2014.0,17
14013,DarrenFells,ARI,1.0,5.0,4.0,82.0,1.0,16.2,16.2,2015.0,1
14152,DarrenFells,ARI,1.0,2.0,1.0,13.0,0.0,1.8,1.8,2015.0,3
68,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,1
164,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,2
219,DaveMoore,TB,1.0,2.0,1.0,2.0,0.0,0.7,0.7,2004.0,3
325,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,4
398,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,5
483,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,6
559,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,7
723,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,9
801,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,10
894,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,11
983,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,12
1081,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,13
1169,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,14
1232,DaveMoore,TB,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2004.0,15
1316,DaveMoore,TB,1.0,1.0,1.0,10.0,0.0,1.5,1.5,2004.0,16
1535,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1
1626,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,2
1712,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,3
1795,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,4
1876,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,5
1956,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,6
2113,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,8
2194,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,9
2268,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,10
2354,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,11
2413,DaveMoore,TB,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2005.0,12
2535,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,13
2624,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,14
2706,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,15
2793,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,16
2879,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,17
2961,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,1
3331,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
3407,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
3484,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,8
3556,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,9
3640,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,10
3724,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,11
3813,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,12
3893,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,13
3983,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,14
4058,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,15
4144,DaveMoore,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,16
4237,DaveMoore,TB,1.0,1.0,1.0,9.0,0.0,-0.6,-0.6,2006.0,17
10076,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,4
10151,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,5
10220,DavidAusberry,OAK,1.0,1.0,1.0,4.0,0.0,0.7,0.7,2011.0,6
10297,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,7
10533,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,10
10616,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,11
10702,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,12
10789,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,13
10875,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,14
10976,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,15
11068,DavidAusberry,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,16
11148,DavidAusberry,OAK,1.0,1.0,1.0,10.0,0.0,1.5,1.5,2011.0,17
11234,DavidAusberry,OAK,1.0,1.0,1.0,12.0,0.0,1.7,1.7,2012.0,1
11283,DavidAusberry,OAK,1.0,3.0,1.0,31.0,0.0,3.6,3.6,2012.0,2
11356,DavidAusberry,OAK,1.0,1.0,1.0,13.0,0.0,1.8,1.8,2012.0,3
11418,DavidAusberry,OAK,1.0,2.0,1.0,9.0,0.0,1.4,1.4,2012.0,4
11518,DavidAusberry,OAK,1.0,2.0,1.0,12.0,0.0,1.7,1.7,2012.0,6
11716,DavidAusberry,OAK,1.0,2.0,2.0,15.0,0.0,2.5,2.5,2012.0,10
11947,DavidAusberry,OAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012.0,14
13250,DavidAusberry,OAK,1.0,4.0,2.0,14.0,0.0,2.4,2.4,2014.0,4
7037,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1
7120,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,2
7202,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,3
7346,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,5
7422,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,6
7479,DavidJohnson,PIT,1.0,1.0,1.0,4.0,0.0,0.9,0.9,2009.0,7
7624,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9
7700,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,10
7758,DavidJohnson,PIT,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2009.0,11
7868,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,12
7950,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,13
8035,DavidJohnson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,14
8121,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,15
8194,DavidJohnson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,16
8287,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,17
8375,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1
8463,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,2
8551,DavidJohnson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,3
8635,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,4
8798,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,6
8873,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,7
8923,DavidJohnson,PIT,1.0,1.0,1.0,9.0,0.0,1.4,1.4,2010.0,8
9022,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,9
9104,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,10
9191,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,11
9271,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,12
9318,DavidJohnson,PIT,1.0,3.0,3.0,37.0,0.0,5.2,5.2,2010.0,13
9458,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,14
9549,DavidJohnson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,15
9634,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,16
9726,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,17
9807,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1
9906,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2
9976,DavidJohnson,PIT,1.0,1.0,1.0,3.0,0.0,0.8,0.8,2011.0,3
10067,DavidJohnson,PIT,1.0,2.0,1.0,6.0,0.0,1.1,1.1,2011.0,4
10125,DavidJohnson,PIT,1.0,2.0,2.0,5.0,1.0,7.5,7.5,2011.0,5
10238,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,6
10309,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,7
10365,DavidJohnson,PIT,1.0,1.0,1.0,7.0,0.0,1.2,1.2,2011.0,8
10431,DavidJohnson,PIT,1.0,2.0,1.0,25.0,0.0,3.0,3.0,2011.0,9
10529,DavidJohnson,PIT,1.0,1.0,1.0,6.0,0.0,1.1,1.1,2011.0,10
10720,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,12
10782,DavidJohnson,PIT,1.0,1.0,1.0,9.0,0.0,1.4,1.4,2011.0,13
10856,DavidJohnson,PIT,1.0,2.0,2.0,22.0,0.0,3.2,3.2,2011.0,14
10991,DavidJohnson,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,15
11066,DavidJohnson,PIT,1.0,1.0,1.0,2.0,0.0,0.7,0.7,2011.0,16
11153,DavidJohnson,PIT,1.0,1.0,1.0,6.0,0.0,1.1,1.1,2011.0,17
12162,DavidJohnson,PIT,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2013.0,1
12227,DavidJohnson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013.0,2
12252,DavidJohnson,PIT,1.0,3.0,2.0,51.0,0.0,6.1,6.1,2013.0,3
12337,DavidJohnson,PIT,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2013.0,4
13641,DavidJohnson,SD,1.0,1.0,1.0,4.0,0.0,0.9,0.9,2014.0,11
14161,DavidJohnson,SD,1.0,0.0,0.0,0.0,0.0,0.2,0.2,2015.0,3
34,DavidMartin,GB,1.0,1.0,1.0,13.0,0.0,1.8,1.8,2004.0,1
160,DavidMartin,GB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,2
241,DavidMartin,GB,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2004.0,3
292,DavidMartin,GB,1.0,3.0,1.0,9.0,0.0,1.4,1.4,2004.0,4
395,DavidMartin,GB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2004.0,5
482,DavidMartin,GB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2004.0,6
536,DavidMartin,GB,1.0,2.0,1.0,6.0,0.0,1.1,1.1,2004.0,7
601,DavidMartin,GB,1.0,1.0,1.0,25.0,0.0,3.0,3.0,2004.0,8
755,DavidMartin,GB,1.0,1.0,1.0,35.0,0.0,4.0,4.0,2004.0,10
1501,DavidMartin,GB,1.0,2.0,1.0,6.0,0.0,1.1,1.1,2005.0,1
1623,DavidMartin,GB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2005.0,2
1667,DavidMartin,GB,1.0,1.0,1.0,10.0,0.0,1.5,1.5,2005.0,3
1729,DavidMartin,GB,1.0,6.0,5.0,53.0,1.0,13.8,13.8,2005.0,4
1823,DavidMartin,GB,1.0,4.0,2.0,7.0,1.0,7.7,7.7,2005.0,5
1987,DavidMartin,GB,1.0,3.0,2.0,30.0,0.0,4.0,4.0,2005.0,7
2352,DavidMartin,GB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,11
2377,DavidMartin,GB,1.0,5.0,4.0,41.0,1.0,12.1,12.1,2005.0,12
2486,DavidMartin,GB,1.0,6.0,4.0,17.0,0.0,3.7,3.7,2005.0,13
2562,DavidMartin,GB,1.0,5.0,5.0,38.0,0.0,6.3,6.3,2005.0,14
2662,DavidMartin,GB,1.0,5.0,2.0,14.0,0.0,2.4,2.4,2005.0,15
2761,DavidMartin,GB,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2005.0,16
2960,DavidMartin,GB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,1
2981,DavidMartin,GB,1.0,7.0,6.0,44.0,0.0,7.4,7.4,2006.0,2
3089,DavidMartin,GB,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2006.0,3
3175,DavidMartin,GB,1.0,2.0,1.0,0.0,0.0,0.5,0.5,2006.0,4
3244,DavidMartin,GB,1.0,2.0,1.0,4.0,0.0,0.9,0.9,2006.0,5
3354,DavidMartin,GB,1.0,4.0,2.0,31.0,1.0,10.1,10.1,2006.0,7
3426,DavidMartin,GB,1.0,5.0,4.0,48.0,1.0,12.8,12.8,2006.0,8
3504,DavidMartin,GB,1.0,6.0,4.0,51.0,0.0,7.1,7.1,2006.0,9
3600,DavidMartin,GB,1.0,4.0,2.0,12.0,0.0,2.2,2.2,2006.0,10
3722,DavidMartin,GB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,11
4055,DavidMartin,GB,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2006.0,15
4278,DavidMartin,MIA,1.0,3.0,1.0,7.0,0.0,1.2,1.2,2007.0,1
4358,DavidMartin,MIA,1.0,2.0,2.0,15.0,0.0,2.5,2.5,2007.0,2
4438,DavidMartin,MIA,1.0,3.0,3.0,31.0,0.0,4.6,4.6,2007.0,3
4532,DavidMartin,MIA,1.0,3.0,1.0,6.0,0.0,1.1,1.1,2007.0,4
4601,DavidMartin,MIA,1.0,3.0,2.0,12.0,0.0,2.2,2.2,2007.0,5
4648,DavidMartin,MIA,1.0,3.0,3.0,18.0,2.0,15.3,15.3,2007.0,6
4739,DavidMartin,MIA,1.0,3.0,3.0,22.0,0.0,3.7,3.7,2007.0,7
4954,DavidMartin,MIA,1.0,5.0,4.0,34.0,0.0,5.4,5.4,2007.0,10
5057,DavidMartin,MIA,1.0,1.0,1.0,7.0,0.0,1.2,1.2,2007.0,11
5118,DavidMartin,MIA,1.0,3.0,2.0,35.0,0.0,4.5,4.5,2007.0,12
5206,DavidMartin,MIA,1.0,5.0,4.0,22.0,0.0,4.2,4.2,2007.0,13
5299,DavidMartin,MIA,1.0,4.0,2.0,11.0,0.0,2.1,2.1,2007.0,14
5423,DavidMartin,MIA,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2007.0,15
5463,DavidMartin,MIA,1.0,6.0,2.0,31.0,0.0,4.1,4.1,2007.0,16
5537,DavidMartin,MIA,1.0,4.0,4.0,52.0,0.0,7.2,7.2,2007.0,17
5611,DavidMartin,MIA,1.0,6.0,4.0,53.0,1.0,13.3,13.3,2008.0,1
5705,DavidMartin,MIA,1.0,5.0,3.0,32.0,0.0,4.7,4.7,2008.0,2
5804,DavidMartin,MIA,1.0,2.0,1.0,21.0,0.0,2.6,2.6,2008.0,3
5948,DavidMartin,MIA,1.0,2.0,1.0,25.0,0.0,3.0,3.0,2008.0,5
6022,DavidMartin,MIA,1.0,3.0,3.0,31.0,0.0,4.6,4.6,2008.0,6
6086,DavidMartin,MIA,1.0,4.0,4.0,71.0,0.0,9.1,9.1,2008.0,7
6182,DavidMartin,MIA,1.0,3.0,2.0,20.0,0.0,3.0,3.0,2008.0,8
6283,DavidMartin,MIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,9
6337,DavidMartin,MIA,1.0,4.0,1.0,4.0,0.0,0.9,0.9,2008.0,10
6413,DavidMartin,MIA,1.0,2.0,1.0,6.0,0.0,1.1,1.1,2008.0,11
6460,DavidMartin,MIA,1.0,5.0,4.0,60.0,0.0,8.0,8.0,2008.0,12
6622,DavidMartin,MIA,1.0,2.0,1.0,12.0,0.0,-0.3,-0.3,2008.0,13
6651,DavidMartin,MIA,1.0,2.0,2.0,20.0,0.0,3.0,3.0,2008.0,14
6711,DavidMartin,MIA,1.0,3.0,2.0,66.0,1.0,13.6,13.6,2008.0,15
6815,DavidMartin,MIA,1.0,1.0,1.0,11.0,1.0,7.6,7.6,2008.0,16
6929,DavidMartin,MIA,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2008.0,17
8380,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1
8555,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,3
8595,DavidMartin,BUF,1.0,1.0,1.0,4.0,1.0,6.9,6.9,2010.0,4
8724,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,5
8877,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,7
8950,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,8
9003,DavidMartin,BUF,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2010.0,9
9106,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,10
9152,DavidMartin,BUF,1.0,3.0,2.0,15.0,0.0,2.5,2.5,2010.0,11
9275,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,12
9351,DavidMartin,BUF,1.0,1.0,1.0,0.0,0.0,0.5,0.5,2010.0,13
9419,DavidMartin,BUF,1.0,1.0,1.0,13.0,0.0,1.8,1.8,2010.0,14
9552,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,15
9637,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,16
9705,DavidMartin,BUF,1.0,1.0,1.0,0.0,0.0,0.5,0.5,2010.0,17
9810,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1
9909,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2
9995,DavidMartin,BUF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,3
11465,DavidPaulson,PIT,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2012.0,5
11524,DavidPaulson,PIT,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2012.0,6
11564,DavidPaulson,PIT,1.0,1.0,1.0,7.0,0.0,1.2,1.2,2012.0,7
11674,DavidPaulson,PIT,1.0,2.0,1.0,7.0,0.0,1.2,1.2,2012.0,9
11717,DavidPaulson,PIT,1.0,2.0,2.0,15.0,0.0,2.5,2.5,2012.0,10
11775,DavidPaulson,PIT,1.0,2.0,1.0,6.0,0.0,1.1,1.1,2012.0,11
12066,DavidPaulson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012.0,16
12120,DavidPaulson,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2012.0,17
12198,DavidPaulson,PIT,1.0,4.0,3.0,49.0,0.0,4.4,4.4,2013.0,2
12278,DavidPaulson,PIT,1.0,2.0,1.0,6.0,0.0,1.1,1.1,2013.0,3
12482,DavidPaulson,PIT,1.0,1.0,1.0,17.0,0.0,2.2,2.2,2013.0,7
12694,DavidPaulson,PIT,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2013.0,11
12947,DavidPaulson,PIT,1.0,1.0,1.0,30.0,0.0,3.5,3.5,2013.0,16
2969,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,1
2997,DavidThomas,NE,1.0,2.0,1.0,29.0,0.0,3.4,3.4,2006.0,2
3125,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3
3201,DavidThomas,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,4
3239,DavidThomas,NE,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2006.0,5
3416,DavidThomas,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
3452,DavidThomas,NE,1.0,1.0,1.0,12.0,0.0,1.7,1.7,2006.0,8
3566,DavidThomas,NE,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2006.0,9
3649,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,10
3820,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,12
3903,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,13
3988,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,14
4015,DavidThomas,NE,1.0,3.0,3.0,24.0,0.0,3.9,3.9,2006.0,15
4072,DavidThomas,NE,1.0,5.0,5.0,83.0,1.0,16.8,16.8,2006.0,16
4232,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,17
4454,DavidThomas,NE,1.0,1.0,1.0,9.0,0.0,1.4,1.4,2007.0,3
4568,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,4
5632,DavidThomas,NE,1.0,3.0,2.0,24.0,0.0,3.4,3.4,2008.0,1
5721,DavidThomas,NE,1.0,3.0,1.0,14.0,0.0,1.9,1.9,2008.0,2
5821,DavidThomas,NE,1.0,3.0,1.0,4.0,0.0,0.9,0.9,2008.0,3
6000,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,5
6034,DavidThomas,NE,1.0,2.0,1.0,13.0,0.0,1.8,1.8,2008.0,6
6149,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,7
6191,DavidThomas,NE,1.0,1.0,1.0,9.0,0.0,1.4,1.4,2008.0,8
6245,DavidThomas,NE,1.0,3.0,3.0,29.0,0.0,4.4,4.4,2008.0,9
6368,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,10
6449,DavidThomas,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,11
6535,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,12
6616,DavidThomas,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,13
6792,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,15
6885,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,16
6968,DavidThomas,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,17
7009,DavidThomas,NO,1.0,1.0,1.0,15.0,0.0,2.0,2.0,2009.0,1
7087,DavidThomas,NO,1.0,3.0,2.0,19.0,0.0,2.9,2.9,2009.0,2
7216,DavidThomas,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,3
7258,DavidThomas,NO,1.0,1.0,1.0,18.0,0.0,2.3,2.3,2009.0,4
7436,DavidThomas,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,6
7482,DavidThomas,NO,1.0,2.0,1.0,-1.0,0.0,0.4,0.4,2009.0,7
7532,DavidThomas,NO,1.0,5.0,2.0,27.0,0.0,3.7,3.7,2009.0,8
7637,DavidThomas,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9
7654,DavidThomas,NO,1.0,6.0,5.0,45.0,0.0,7.0,7.0,2009.0,10
7724,DavidThomas,NO,1.0,6.0,4.0,66.0,1.0,14.6,14.6,2009.0,11
7830,DavidThomas,NO,1.0,2.0,1.0,25.0,0.0,3.0,3.0,2009.0,12
7906,DavidThomas,NO,1.0,4.0,3.0,31.0,0.0,4.6,4.6,2009.0,13
